noise_rewards,perturbation_rewards
904.2999999999878,907.199999999989
904.1999999999816,813.7999999999624
906.2999999999846,910.8999999999858
918.1999999999948,908.7999999999888
910.999999999986,811.2999999999612
904.1999999999872,830.1999999999729
899.2999999999801,902.2999999999854
897.59999999998,901.7999999999914
907.7999999999836,815.0999999999631
902.699999999983,906.8999999999852
